GENE	P
GFPT2	1
GFRA3	1
GLRA1	1
GNPDA1	1
GOLPH3	1
GPBP1	1
GPR150	1
GPRIN1	1
GPX8	1
GRIA1	1
GRK6	1
GRPEL2	1
GZMA	1
H2AFY	1
HAPLN1	1
HARS	1
HARS2	1
HAVCR2	1
HBEGF	1
HCN1	1
HK3	1
HMGCR	1
HMGCS1	1
HMGXB3	1
HMHB1	1
HNRNPA0	1
HNRNPAB	1
HOMER1	1
HRH2	1
HSPA4	1
HSPA9	1
HSPB3	1
HTR1A	1
HTR4	1
IGIP	1
IK	1
IL12B	1
IL13	1
IL17B	1
IL3	1
IL31RA	1
IL4	1
IL5	1
IL6ST	1
IL9	1
IPO11	1
IRF1	1
IRGM	1
IRX2	1
IRX4	1
ISL1	1
ISOC1	1
ITGA1	1
ITGA2	1
ITK	1
JADE2	1
JAKMIP2	1
KCNIP1	1
KCNMB1	1
KCNN2	1
KCTD16	1
KDM3B	1
KIAA0825	1
KIF20A	1
KIF2A	1
KLHL3	1
LARP1	1
LCP2	1
LEAP2	1
LHFPL2	1
LIX1	1
LMAN2	1
LMBRD2	1
LMNB1	1
LNPEP	1
LOC100505841	1
LOX	1
LPCAT1	1
LRRC14B	1
LRRC70	1
LRRTM2	1
LSM11	1
LYRM7	1
LYSMD3	1
MAP1B	1
MAPK9	1
3-Mar	1
6-Mar	1
MAT2B	1
MATR3	1
MBLAC2	1
MCC	1
MCCC2	1
MCIDAS	1
MCTP1	1
MEGF10	1
MFAP3	1
MGAT1	1
MGAT4B	1
MIER3	1
MOCS2	1
MRPL22	1
MRPS30	1
MRPS36	1
MSH3	1
MSX2	1
MTMR12	1
MXD3	1
MYOT	1
MYOZ3	1
MZB1	1
N4BP3	1
NADK2	1
NAIP	1
NDST1	1
NDUFA2	1
NDUFS4	1
NDUFS6	1
NEUROG1	1
NHP2	1
NIM1K	1
NIPBL	1
NKD2	1
NKX2-5	1
NLN	1
NME5	1
NNT	1
NOP16	1
NR3C1	1
NREP	1
NRG2	1
NSUN2	1
NUDCD2	1
NUDT12	1
NUP155	1
OCLN	1
OR2Y1	1
OTP	1
OTULIN	1
OXCT1	1
P4HA2	1
PAM	1
PANK3	1
PAPD4	1
PAPD7	1
PARP8	1
PCDH1	1
PCDHA1	1
PCDHA1,PCDHA10,PCDHA11,PCDHA12,PCDHA13,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PCDHAC1,PCDHAC2	1
PCDHA10	1
PCDHA11	1
PCDHA12	1
PCDHA13	1
PCDHA2	1
PCDHA5	1
PCDHA6	1
PCDHA7	1
PCDHA8	1
PCDHA9	1
PCDHAC1	1
PCDHAC2	1
PCDHB1	1
PCDHB10	1
PCDHB13	1
PCDHB14	1
PCDHB15	1
PCDHB5	1
PCDHGA1	1
PCDHGA1,PCDHGA10,PCDHGA11,PCDHGA12,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGA5,PCDHGA6,PCDHGA7,PCDHGA8,PCDHGA9,PCDHGB1,PCDHGB2,PCDHGB3,PCDHGB4,PCDHGB5,PCDHGB6,PCDHGB7,PCDHGC3,PCDHGC4,PCDHGC5	1
PCDHGA10	1
PCDHGA11	1
PCDHGA12	1
PCDHGA2	1
PCDHGA3	1
PCDHGA4	1
PCDHGA5	1
PCDHGA6	1
PCDHGA8	1
PCDHGA9	1
PCDHGB1	1
PCDHGB2	1
PCDHGB4	1
PCDHGB5	1
PCDHGB7	1
PCDHGC3	1
PCDHGC4	1
PCDHGC5	1
PCYOX1L	1
PDCD6	1
PDE4D	1
PDE6A	1
PDE8B	1
PDGFRB	1
PDLIM4	1
PDLIM7	1
PDZD2	1
PELO	1
PGGT1B	1
PHAX	1
PHYKPL	1
PITX1	1
PKD2L2	1
PLAC8L1	1
PLCXD3	1
PLK2	1
POLK	1
POLR3G	1
POU4F3	1
PPAP2A	1
PPARGC1B	1
PPIP5K2	1
PPP2R2B	1
PPWD1	1
PRDM6	1
PRDM9	1
PRELID1	1
PRELID2	1
PRKAA1	1
PRLR	1
PROP1	1
PRRC1	1
PSD2	1
PTCD2	1
PTGER4	1
RAB3C	1
RAD1	1
RAD17	1
RAD50	1
RANBP17	1
RANBP3L	1
RAPGEF6	1
RASA1	1
RASGEF1C	1
RASGRF2	1
RBM27	1
REEP2	1
REEP5	1
RFESD	1
RGMB	1
RGS14	1
RGS7BP	1
RMND5B	1
RNF130	1
RNF14	1
RNF145	1
RNF180	1
RNF44	1
ROPN1L	1
RPL26L1	1
RUFY1	1
RXFP3	1
S100Z	1
SAP30L	1
SCGB3A2	1
SDHA	1
SEC24A	1
SEMA5A	1
SEMA6A	1
8-Sep	1
SERINC5	1
SFXN1	1
SGCD	1
SGTB	1
SH3PXD2B	1
SH3TC2	1
SHROOM1	1
SIL1	1
SIMC1	1
SKIV2L2	1
SKP2	1
SLC12A2	1
SLC1A3	1
SLC22A5	1
SLC23A1	1
SLC25A2	1
SLC25A46	1
SLC25A48	1
SLC26A2	1
SLC30A5	1
SLC34A1	1
SLC35A4	1
SLC36A1	1
SLC36A2	1
SLC45A2	1
SLC4A9	1
SLC6A3	1
SLC6A7	1
SLC9A3	1
SLCO4C1	1
SLU7	1
SMIM3	1
SNCAIP	1
SNCB	1
SNX18	1
SNX2	1
SNX24	1
SOX30	1
SPARC	1
SPATA24	1
SPATA9	1
SPINK1	1
SPINK13	1
SPINK14	1
SPINK6	1
SPINK7	1
SPOCK1	1
SPRY4	1
SQSTM1	1
SRA1	1
SRD5A1	1
SREK1	1
SRFBP1	1
SRP19	1
SSBP2	1
ST8SIA4	1
STARD4	1
STC2	1
STK10	1
STK32A	1
SV2C	1
SYNPO	1
TAF7	1
TARS	1
TBCA	1
TCERG1	1
TCF7	1
TENM2	1
TERT	1
TEX43	1
TGFBI	1
THG1L	1
TICAM2,TMED7-TICAM2	1
TIFAB	1
TIGD6	1
TIMD4	1
TLX3	1
TMCO6	1
TMED7,TMED7-TICAM2	1
TMED9	1
TMEM161B	1
TMEM174	1
TMEM232	1
TNPO1	1
TPPP	1
TRAPPC13	1
TRIM23	1
TRIM36	1
TRIM41	1
TRIM52	1
TRIO	1
TRPC7	1
TSLP	1
TSPAN17	1
TSSK1B	1
TTC1	1
TTC33	1
TXNDC15	1
UBLCP1	1
UBTD2	1
UGT3A2	1
UIMC1	1
UNC5A	1
UQCRQ	1
UTP15	1
VDAC1	1
WDR70	1
WNT8A	1
WWC1	1
XRCC4	1
YIPF5	1
ZBED8	1
ZCCHC10	1
ZCCHC10;ZCCHC10	1
ZCCHC9	1
ZDHHC11	1
ZFP2	1
ZFP62	1
ZFR	1
ZFYVE16	1
ZNF131	1
ZNF300	1
ZNF346	1
ZNF354A	1
ZNF354B	1
ZNF366	1
ZNF622	1
ZSWIM6	1
AARS2	1
ABCF1	1
ABHD16A	1
ABRACL	1
ABT1	1
ACOT13	1
ADAT2	1
ADTRP	1
AGER	1
AGPAT1	1
AGPAT4	1
AHI1	1
AIF1	1
ALDH8A1	1
AMD1	1
ANKRD66	1
ANKS1A	1
APOBEC2	1
APOM	1
ARG1	1
ARID1B	1
ARMC12	1
ARMC2	1
ATAT1	1
ATF6B	1
ATG5	1
B3GALT4	1
BACH2	1
BAG2	1
BAI3	1
BAK1	1
BCKDHB	1
BEND3	1
BEND6	1
BLOC1S5	1
BMP5	1
BMP6	1
BRD2	1
BRPF3	1
BTBD9	1
BTN2A1	1
BTN2A2	1
BTN3A1	1
BTN3A3	1
BVES	1
BYSL	1
C2	1
C4A,C4B,C4B_2	1
C6orf1	1
C6orf120	1
C6orf132	1
C6orf136	1
C6orf141	1
C6orf163	1
C6orf165	1
C6orf195	1
C6orf201	1
C6orf203	1
C6orf211	1
C6orf223	1
C6orf226	1
C6orf25	1
C6orf47	1
C6orf48	1
C6orf52	1
C6orf57	1
C6orf58	1
C6orf62	1
C6orf89	1
CAGE1	1
CAP2	1
CASP8AP2	1
CCDC167	1
CCDC28A	1
CCND3	1
CCR6	1
CD164	1
CD2AP	1
CD83	1
CDC40	1
CDC5L	1
CDKAL1	1
CDKN1A	1
CDYL	1
CENPW	1
CEP162	1
CEP57L1	1
CFB	1
CITED2	1
CLDN20	1
CLIC1	1
CLIC5	1
CLPS	1
CLPSL1	1
CLVS2	1
CMTR1	1
CNKSR3	1
CNR1	1
COL21A1	1
COX7A2	1
CPNE5	1
CRIP3	1
CRISP2	1
CTGF	1
CUL7	1
CUTA	1
CYB5R4	1
CYP21A2	1
CYP39A1	1
DAAM2	1
DACT2	1
DAXX	1
DCBLD1	1
DDAH2	1
DDO	1
DDR1	1
DDX39B	1
DEF6	1
DEFB110	1
DEFB112	1
DEFB113	1
DEFB133	1
DEK	1
DHX16	1
DLK2	1
DLL1	1
DNPH1	1
DOPEY1	1
DPCR1	1
DSE	1
DSP	1
DTNBP1	1
DUSP22	1
DXO	1
DYNLT1	1
E2F3	1
ECHDC1	1
ECI2	1
EDN1	1
EFHC1	1
EGFL8	1
ELOVL2	1
ELOVL4	1
ELOVL5	1
ENPP1	1
ENPP3	1
EPB41L2	1
EPHA7	1
EPM2A	1
ERVFRD-1	1
ESR1	1
ETV7	1
EXOC2	1
EZR	1
FABP7	1
FAM162B	1
FAM184A	1
FAM217A	1
FAM229B	1
FAM26D	1
FAM26E	1
FAM46A	1
FAM50B	1
FAM83B	1
FANCE	1
FARS2	1
FAXC	1
FBXL4	1
FBXO5	1
FGD2	1
FGFR1OP	1
FIG4	1
FILIP1	1
FKBP5	1
FKBPL	1
FLOT1	1
FOXP4	1
FOXQ1	1
FRMD1	1
FRS3	1
FUT9	1
FYN	1
GABBR1	1
GCLC	1
GCM1	1
GCM2	1
GCNT2	1
GINM1	1
GJA1	1
GJA10	1
GLTSCR1L	1
GMNN	1
GNL1	1
GNMT	1
GOPC	1
GPANK1	1
GPR110	1
GPR115	1
GPR116	1
GPR31	1
GPR63	1
GPSM3	1
GPX5	1
GRIK2	1
GRM1	1
GRM4	1
GSTA1	1
GSTA3	1
GSTA4	1
GTF2H4	1
GTF3C6	1
GTPBP2	1
GUCA1A	1
GUCA1B	1
HACE1	1
HBS1L	1
HDAC2	1
HDDC2	1
HDGFL1	1
HEBP2	1
HEY2	1
HIST1H1A	1
HIST1H1B	1
HIST1H1C	1
HIST1H1D	1
HIST1H1E	1
HIST1H2AA	1
HIST1H2AB	1
HIST1H2AD	1
HIST1H2AH	1
HIST1H2AI	1
HIST1H2AK	1
HIST1H2AL	1
HIST1H2BA	1
HIST1H2BB	1
HIST1H2BD	1
HIST1H2BE	1
HIST1H2BG	1
HIST1H2BI	1
HIST1H2BL	1
HIST1H2BM	1
HIST1H3A	1
HIST1H3G	1
HIST1H4C	1
HIST1H4F	1
HIST1H4G	1
HIST1H4L	1
HIVEP2	1
HLA-A	1
HLA-B	1
HLA-DMA	1
HLA-DMB	1
HLA-DOA	1
HLA-DOB	1
HLA-DPA1	1
HLA-DQA1	1
HLA-DQA2	1
HLA-DQB2	1
HLA-E	1
HLA-F	1
HLA-G	1
HMGCLL1	1
HMGN3	1
HMGN4	1
HS3ST5	1
HSD17B8	1
HSF2	1
HSP90AB1	1
HTR1B	1
HTR1E	1
HUS1B	1
IBTK	1
ICK	1
IER3	1
IFNGR1	1
IL17A	1
IL17F	1
IL20RA	1
IL22RA2	1
IPCEF1	1
IPCEF1,OPRM1	1
IRAK1BP1	1
IRF4	1
ITPR3	1
JARID2	1
KATNA1	1
KCNK17	1
KCNK5	1
KCTD20	1
KDM1B	1
KHDC1	1
KHDC3L	1
KHDRBS2	1
KIAA1244	1
KIAA1919	1
KIF13A	1
KIF25	1
KIF6	1
KIFC1	1
KLC4	1
KPNA5	1
LACE1	1
LATS1	1
LEMD2	1
LGSN	1
LHFPL5	1
LIN28B	1
LRFN2	1
LRP11	1
LRRC1	1
LRRC16A	1
LTA	1
LTB	1
LTV1	1
LY6G5B	1
LY6G5C	1
LY6G6C	1
LY6G6D	1
LY86	1
MAD2L1BP	1
MAK	1
MAN1A1	1
MANEA	1
MAP3K4	1
MAP3K5	1
MAP3K7	1
MAP7	1
MAPK13	1
MAPK14	1
MAS1	1
MAS1L	1
MBOAT1	1
MCCD1	1
MCHR2	1
MDFI	1
MDGA1	1
ME1	1
MEA1	1
MED20	1
MED23	1
METTL24	1
MICA	1
MICAL1	1
MICB	1
MLLT4	1
MOCS1	1
MOXD1	1
MRAP2	1
MRPL14	1
MRPL18	1
MRPL2	1
MRPS10	1
MRPS18A	1
MRPS18B	1
MSH5	1
MTFR2	1
MTHFD1L	1
MTO1	1
MTRF1L	1
MTRNR2L9	1
MUC21	1
MYB	1
MYCT1	1
MYO6	1
NCR3	1
NEDD9	1
NELFE	1
NEU1	1
NFKBIE	1
NFKBIL1	1
NHLRC1	1
NHSL1	1
NKAIN2	1
NKAPL	1
NMBR	1
NOL7	1
NOX3	1
NQO2	1
NRM	1
NRN1	1
NRSN1	1
NT5DC1	1
NUDT3	1
NUDT3,RPS10-NUDT3	1
NUP43	1
OARD1	1
OLIG3	1
OOEP	1
OPN5	1
OR10C1	1
OR11A1	1
OR12D3	1
OR2B2	1
OR2B3	1
OR2B6	1
OR2H1	1
OR2H2	1
OR2J2	1
OR2J3	1
OR2W1	1
OR5V1	1
ORC3	1
OSTM1	1
PACRG	1
PACSIN1	1
PAK1IP1	1
PAQR8	1
PARK2	1
PBOV1	1
PBX2	1
PCMT1	1
PDCD2	1
PDE10A	1
PDE7B	1
PDSS2	1
PEX3	1
PEX7	1
PFDN6	1
PGC	1
PGK2	1
PHF1	1
PHF10	1
PHF3	1
PHIP	1
PIM1	1
PKIB	1
PLAGL1	1
PLEKHG1	1
PM20D2	1
PNISR	1
PNLDC1	1
PNRC1	1
POLH	1
POLR1C	1
POPDC3	1
POU5F1	1
PPARD	1
PPIL1	1
PPIL4	1
PPIL6	1
PPP1R10	1
PPP1R14C	1
PPP1R18	1
PPT2	1
PRDM1	1
PRDM13	1
PREP	1
PRICKLE4	1
PRIM2	1
PRL	1
PRPF4B	1
PRPH2	1
PRR3	1
PRSS35	1
PSMB8	1
PSMB9	1
PSORS1C1	1
PSORS1C2	1
PTCHD4	1
PTK7	1
PTPRK	1
PXDC1	1
QKI	1
QRSL1	1
RAB23	1
RAB32	1
RAET1G	1
RAET1L	1
RANBP9	1
RARS2	1
RBM24	1
RCAN2	1
RFPL4B	1
RFX6	1
RGL2	1
RGS17	1
RHAG	1
RIMS1	1
RING1	1
RIOK1	1
RIPK1	1
RIPPLY2	1
RMND1	1
RNASET2	1
RNF144B	1
RNF146	1
RNF217	1
RNF39	1
RNF5	1
RNF8	1
RNGTT	1
RPF2	1
RPP21	1
RPP40	1
RRAGD	1
RRP36	1
RSPH3	1
RSPH9	1
RSPO3	1
RTN4IP1	1
RUNX2	1
RWDD1	1
RWDD2A	1
RXRB	1
SAMD3	1
SAMD5	1
SAYSD1	1
SCAF8	1
SCGN	1
SCML4	1
SCUBE3	1
SEC63	1
SERAC1	1
SERINC1	1
SERPINB1	1
SERPINB6	1
SERPINB9	1
SESN1	1
SFTA2	1
SGK1	1
SH3BGRL2	1
SHPRH	1
SIM1	1
SIRT5	1
SLC16A10	1
SLC17A2	1
SLC17A5	1
SLC18B1	1
SLC22A2	1
SLC22A23	1
SLC22A3	1
SLC22A7	1
SLC25A27	1
SLC29A1	1
SLC2A12	1
SLC35A1	1
SLC35B2	1
SLC35B3	1
SLC35D3	1
SLC35F1	1
SLC39A7	1
SMAP1	1
SMIM8	1
SMOC2	1
SMPDL3A	1
SNAP91	1
SNRNP48	1
SNX14	1
SNX9	1
SOBP	1
SOGA3	1
SOX4	1
SPACA1	1
SPDEF	1
SRF	1
SRPK1	1
SRSF12	1
STK19	1
STK38	1
STX11	1
STX7	1
STXBP5	1
SUMO4	1
SUPT3H	1
SYCP2L	1
SYNCRIP	1
SYNGAP1	1
TAAR1	1
TAAR2	1
TAAR5	1
TAAR6	1
TAAR8	1
TAB2	1
TAF11	1
TAF8	1
TAGAP	1
TAP2	1
TAPBP	1
TBC1D22B	1
TBC1D7	1
TBCC	1
TBP	1
TBPL1	1
TCF19	1
TCF21	1
TCP1	1
TCP11	1
TCTE1	1
TCTE3	1
TDP2	1
TEAD3	1
TFAP2B	1
TFAP2D	1
TFB1M	1
TFEB	1
THBS2	1
TJAP1	1
TMEM14A	1
TMEM14B	1
TMEM170B	1
TMEM181	1
TMEM200A	1
TMEM217	1
TMEM242	1
TMEM63B	1
TNF	1
TNFAIP3	1
TNFRSF21	1
TPBG	1
TPD52L1	1
TPMT	1
TRAM2	1
TRAPPC3L	1
TREM1	1
TREM2	1
TREML1	1
TREML2	1
TREML4	1
TRERF1	1
TRIM10	1
TRIM26	1
TRIM27	1
TRIM38	1
TRIM39	1
TRIM39,TRIM39-RPP21	1
TRIM40	1
TRMT11	1
TSPO2	1
TTBK1	1
TTK	1
TUBE1	1
TULP4	1
TXLNB	1
TXNDC5	1
UBD	1
UBE3D	1
UBR2	1
UFL1	1
ULBP1	1
ULBP3	1
UNC5CL	1
UNC93A	1
UQCC2	1
USP49	1
UST	1
VARS	1
VGLL2	1
VNN2	1
VPS52	1
VTA1	1
VWA7	1
WASF1	1
WDR46	1
WISP3	1
WRNIP1	1
WTAP	1
XPO5	1
YIPF3	1
ZBED9	1
ZBTB2	1
ZBTB24	1
ZBTB9	1
ZC3H12D	1
ZDHHC14	1
ZFAND3	1
ZFP57	1
ZKSCAN4	1
ZKSCAN8	1
ZNF165	1
ZNF311	1
ZNF318	1
ZNF391	1
ZNF451	1
ZNF76	1
ZNRD1	1
ZSCAN16	1
ZSCAN26	1
ZSCAN9	1
ZUFSP	1
AASS	1
ABCB4	1
ABCB8	1
ABCF2	1
ABHD11	1
ACN9	1
ACTR3C	1
ADAM22	1
ADAP1	1
ADCY1	1
ADCYAP1R1	1
AGAP3	1
AGBL3	1
AGFG2	1
AGK	1
AGMO	1
AGR2	1
AGR3	1
AHR	1
AIMP2	1
AKR1B1	1
AKR1B10	1
AKR1B15	1
AKR1D1	1
ALKBH4	1
AMPH	1
ANKMY2	1
ANKRD7	1
AP4M1	1
AP5Z1	1
AQP1	1
ARMC10	1
ARPC1A	1
ARPC1B	1
ASB10	1
ASB4	1
ASIC3	1
ASL	1
ASZ1	1
ATP5J2	1
ATP5J2-PTCD1,PTCD1	1
ATP6V0A4	1
ATP6V0E2	1
ATP6V1F	1
ATXN7L1	1
AUTS2	1
AVL9	1
AZGP1	1
BAIAP2L1	1
BAZ1B	1
BBS9	1
BCAP29	1
BLVRA	1
BMPER	1
BPGM	1
BRAT1	1
BRI3	1
BUD31	1
C1GALT1	1
C7orf25	1
C7orf26	1
C7orf33	1
C7orf34	1
C7orf43	1
C7orf50	1
C7orf55-LUC7L2,LUC7L2	1
C7orf60	1
C7orf61	1
C7orf62	1
C7orf65	1
C7orf66	1
C7orf71	1
CADPS2	1
CALN1	1
CALU	1
CAPZA2	1
CARD11	1
CASD1	1
CASP2	1
CAV1	1
CAV2	1
CBLL1	1
CCDC132	1
CCDC136	1
CCDC146	1
CCL24	1
CCL26	1
CCT6A	1
CD36	1
CDK13	1
CDK14	1
CDK6	1
CEP41	1
CHCHD2	1
CHCHD3	1
CHN2	1
CHPF2	1
CHRM2	1
CHST12	1
CLDN12	1
CLDN3	1
CLDN4	1
CLEC5A	1
CLIP2	1
CNPY1	1
CNPY4	1
CNTNAP2	1
COA1	1
COL1A2	1
COL28A1	1
COPG2	1
COX19	1
CPA1	1
CPA2	1
CRCP	1
CREB5	1
CRHR2	1
CROT	1
CRYGN	1
CTTNBP2	1
CYP2W1	1
CYP3A4	1
CYP3A43	1
CYP3A5	1
CYP3A7,CYP3A7-CYP3AP1	1
CYP3A7;CYP3A7-CYP3AP1	1
CYTH3	1
DAGLB	1
DBF4	1
DBNL	1
DDC	1
DDX56	1
DGKB	1
DGKI	1
DLD	1
DMTF1	1
DNAJB6	1
DNAJB9	1
DNAJC2	1
DOCK4	1
DPY19L1	1
DTX2	1
DUS4L	1
DYNC1I1	1
EEPD1	1
EIF2AK1	1
EIF3B	1
ELMO1	1
EN2	1
EPDR1	1
EPHA1	1
EPHB4	1
EPHB6	1
EPO	1
ESYT2	1
EXOC4	1
EZH2	1
FAM115A	1
FAM126A	1
FAM131B	1
FAM133B	1
FAM180A	1
FAM185A	1
FAM200A	1
FAM220A	1
FAM3C	1
FAM71F2	1
FASTK	1
FBXL13	1
FBXL18	1
FERD3L	1
FEZF1	1
FGL2	1
FIGNL1	1
FIS1	1
FKBP6	1
FKBP9	1
FLNC	1
FOXK1	1
FOXP2	1
FSCN1	1
FSCN3	1
FTSJ2	1
FZD1	1
GALNT11	1
GALNTL5	1
GARS	1
GATAD1	1
GBAS	1
GBX1	1
GCC1	1
GCK	1
GET4	1
GGCT	1
GHRHR	1
GIGYF1	1
GIMAP1-GIMAP5	1
GIMAP1-GIMAP5,GIMAP5	1
GIMAP1,GIMAP1-GIMAP5	1
GIMAP6	1
GIMAP6;GIMAP6	1
GIMAP7	1
GIMAP8	1
GJC3	1
GLCCI1	1
GNA12	1
GNAI1	1
GNAT3	1
GNB2	1
GNG11	1
GNGT1	1
GPC2	1
GPNMB	1
GPR141	1
GPR146	1
GPR22	1
GPR37	1
GRB10	1
GRID2IP	1
GRM3	1
GRM8	1
GSTK1	1
GTF2IRD1	1
HBP1	1
HDAC9	1
HECW1	1
HEPACAM2	1
HGF	1
HIBADH	1
HILPDA	1
HIP1	1
HIPK2	1
HNRNPA2B1	1
HOXA1	1
HOXA10	1
HOXA11	1
HOXA13	1
HOXA2	1
HOXA3	1
HOXA4	1
HOXA7	1
HOXA9	1
HTR5A	1
HUS1	1
HYAL4	1
ICA1	1
IFRD1	1
IFT22	1
IGF2BP3	1
IGFBP3	1
IKZF1	1
IL6	1
IMMP2L	1
IMPDH1	1
ING3	1
INHBA	1
INSIG1	1
INTS1	1
IRF5	1
ISPD	1
ITGB8	1
JAZF1	1
KBTBD2	1
KCND2	1
KCTD7	1
KDELR2	1
KEL	1
KIAA0895	1
KIAA1147	1
KIAA1324L	1
KLF14	1
KLHDC10	1
KLHL7	1
KMT2E	1
KPNA7	1
KRIT1	1
LAMB4	1
LAMTOR4	1
LANCL2	1
LAT2	1
LEP	1
LFNG	1
LHFPL3	1
LIMK1	1
LMBR1	1
LMOD2	1
LOC100130705	1
LRCH4	1
LRRC17	1
LRRC4	1
LRRC61	1
LRRN3	1
LRWD1	1
LSMEM1	1
MAGI2	1
MALSU1	1
MBLAC1	1
MDFIC	1
MDH2	1
MEOX2	1
MEPCE	1
MEST	1
MET	1
MGAM	1
MICALL2	1
MIOS	1
MKLN1	1
MKRN1	1
MLXIPL	1
MMD2	1
MOGAT3	1
MOSPD3	1
MPLKIP	1
MPP6	1
MRPL32	1
MRPS17	1
MRPS24	1
MRPS24,URGCP-MRPS24	1
MRPS33	1
MYL10	1
MYL7	1
MYO1G	1
NAPEPLD	1
NAT16	1
NCAPG2	1
NDUFA5	1
NDUFB2	1
NFE2L3	1
NOBOX	1
NOS3	1
NPC1L1	1
NPTX2	1
NPVF	1
NPY	1
NRCAM	1
NSUN5	1
NT5C3A	1
NUB1	1
NUDCD3	1
NUDT1	1
NUP205	1
NUPL2	1
NUPR1L	1
NYAP1	1
OCM	1
OGDH	1
OPN1SW	1
OR2A12	1
OR2A14	1
OR2A2	1
OR2A25	1
OR2F2	1
OR6B1	1
OR6V1	1
OR9A2	1
OR9A4	1
ORC5	1
OSBPL3	1
PARP12	1
PAX4	1
PCOLCE	1
PDAP1	1
PDE1C	1
PDGFA	1
PDIA4	1
PDK4	1
PEG10	1
PEX1	1
PGAM2	1
PHKG1	1
PHTF2	1
PIK3CG	1
PILRB	1
PIP	1
PLEKHA8	1
PLOD3	1
PMPCB	1
PMS2	1
PNPLA8	1
POLD2	1
POM121C	1
PON2	1
PON3	1
POP7	1
POR	1
POT1	1
POU6F2	1
PPP1R17	1
PPP1R35	1
PPP1R3A	1
PRKAG2	1
PRKAR1B	1
PRKAR2B	1
PRKRIP1	1
PRRT4	1
PRSS1	1
PRSS58	1
PSPH	1
PTN	1
PUS7	1
RABGEF1	1
RALA	1
RAMP3	1
RAPGEF5	1
RARRES2	1
RBAK	1
RBM28	1
RBM48	1
RELN	1
REPIN1	1
RFC2	1
RHBDD2	1
RINT1	1
RNF133	1
RNF148	1
RNF216	1
RNF32	1
RP9	1
RSBN1L	1
RUNDC3B	1
SAMD9	1
SAMD9L	1
SBDS	1
SCRN1	1
SEMA3A	1
SEMA3C	1
SEMA3E	1
14-Sep	1
SERPINE1	1
SGCE	1
SKAP2	1
SLC12A9	1
SLC13A4	1
SLC25A13	1
SLC25A40	1
SLC26A3	1
SLC26A4	1
SLC26A5	1
SLC35B4	1
SLC4A2	1
SMARCD3	1
SMKR1	1
SMO	1
SMURF1	1
SND1	1
SNX10	1
SNX13	1
SNX8	1
SOSTDC1	1
SP4	1
SP8	1
SPAM1	1
SRPK2	1
SRRM3	1
SRRT	1
SSC4D	1
ST7	1
STAG3	1
STEAP1	1
STEAP1B	1
STK17A	1
STRA8	1
STRIP2	1
STX1A	1
STYXL1	1
SUGCT	1
SUMF2	1
SUN3	1
SYPL1	1
TAC1	1
TAF6	1
TAS2R3	1
TAS2R38	1
TAS2R39	1
TAS2R40	1
TAS2R60	1
TBL2	1
TBX20	1
TBXAS1	1
TES	1
TFEC	1
TFPI2	1
TFR2	1
THAP5	1
TMED4	1
TMEM106B	1
TMEM130	1
TMEM139	1
TMEM168	1
TMEM176A	1
TMEM196	1
TMEM209	1
TMEM213	1
TMEM243	1
TMEM248	1
TMEM60	1
TMUB1	1
TNPO3	1
TNRC18	1
TOMM7	1
TPK1	1
TPST1	1
TRA2A	1
TRIM24	1
TRIM4	1
TRIM50	1
TRIM56	1
TRIP6	1
TRPV5	1
TRPV6	1
TRRAP	1
TSC22D4	1
TSGA13	1
TSPAN12	1
TSPAN33	1
TTC26	1
TTYH3	1
TWISTNB	1
TYW1	1
UBE2D4	1
UBE3C	1
UBN2	1
UFSP1	1
UPK3B	1
UPP1	1
URGCP,URGCP-MRPS24	1
USP42	1
VGF	1
VIPR2	1
VOPP1	1
VPS41	1
VWC2	1
WASL	1
WBSCR16	1
WBSCR17	1
WBSCR22	1
WDR86	1
WEE2	1
WIPF3	1
WIPI2	1
WNT16	1
WNT2	1
XRCC2	1
YAE1D1	1
YKT6	1
ZBED6CL	1
ZCWPW1	1
ZFAND2A	1
ZKSCAN1	1
ZKSCAN5	1
ZNF107	1
ZNF117	1
ZNF12	1
ZNF138	1
ZNF212	1
ZNF277	1
ZNF282	1
ZNF394	1
ZNF398	1
ZNF425	1
ZNF467	1
ZNF655	1
ZNF679	1
ZNF713	1
ZNF727	1
ZNF736	1
ZNF746	1
ZNF783	1
ZNF786	1
ZNF789	1
ZNF800	1
ZNF862	1
ZNF92	1
ZNHIT1	1
ZP3	1
ZPBP	1
ZSCAN21	1
ZSCAN25	1
ZYX	1
AARD	1
ABRA	1
ADAM18	1
ADAM2	1
ADAM28	1
ADAM32	1
ADAM9	1
ADAMDEC1	1
ADCY8	1
ADRB3	1
AGO2	1
AGPAT5	1
ANGPT1	1
ANGPT2	1
ANK1	1
AP3M2	1
ARFGEF1	1
ARHGAP39	1
ARHGEF10	1
ARMC1	1
ASH2L	1
ASPH	1
ATAD2	1
ATP6V0D2	1
ATP6V1B2	1
ATP6V1C1	1
ATP6V1H	1
AZIN1	1
BAALC	1
BAG4	1
BAI1	1
BIN3	1
BLK	1
BMP1	1
BNIP3L	1
BRF2	1
C8orf22	1
C8orf33	1
C8orf34	1
C8orf37	1
C8orf4	1
C8orf44-SGK3,SGK3	1
C8orf48	1
C8orf58	1
